checkpoint_source,best_epoch,epochs_run,validation_loss,validation_accuracy,training_seconds,n_training_samples,n_validation_samples,training_sigmas,training_offset_mu,training_offset_sigma_ratio,device
fine_tuned_existing,33,43,7.066702842712e-02,9.786999821663e-01,1.210040001869e+03,1620000,180000,0.10;0.11;0.12;0.13;0.14;0.15;0.16;0.17;0.18,0.000000000000e+00,0.000000000000e+00,cpu
